Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
685,1611,B,1139.84,173,1858
685,1611,C,1077.43,176,1832
685,20109,B,894.1,71,712
685,20109,C,123.67,185,1772
685,80212,A,41.42,67,575
685,80212,B,11.13,25,234
685,80212,C,655.66,195,1702
685,80212,D,710.17,149,1454
688,3480,B,924.87,40,366
688,1611,A,23.04,125,1050
688,1611,C,52.91,42,452
688,20109,A,856.48,164,1400
688,20109,B,793.5,65,606
688,31779,C,236,189,1859
688,31779,D,243.63,59,587
688,80212,A,1122.29,84,837
688,80212,C,1227.55,182,1893
688,80212,D,140.18,92,814
690,3480,C,784.95,72,760
690,1611,A,1303.78,195,1706
690,1611,B,596.52,188,1975
690,1611,D,315.02,38,380
690,20109,A,1218.53,182,1899
690,20109,B,1123.22,73,724
690,20109,C,29.62,31,275
690,20109,D,622.58,173,1549
690,31779,A,969.65,109,1009
690,31779,B,680.59,163,1601
690,31779,C,818.48,126,1298
690,31779,D,1010.19,199,1996
69,3480,C,119.52,80,744
690,80212,A,355.71,169,1709
690,80212,B,945.27,95,887
690,80212,D,1222.57,169,1790
69,1611,B,121.14,178,1805
69,1611,C,17.08,5,45
69,1611,D,66.74,135,1189
69,31779,A,5.47,44,463
69,80212,B,104.93,31,312
69,80212,C,98.57,3,30
691,3480,A,201.19,114,1025
691,3480,D,314.4,63,679
691,1611,B,1155.07,26,252
691,1611,C,1191.35,106,969
691,31779,B,799.06,55,590
691,31779,C,724.32,55,507
691,31779,D,381.82,195,1802
693,3480,A,1034.05,103,956
693,3480,B,1343.23,26,264
693,1611,A,787.52,11,93
693,1611,B,979.49,187,1798
693,1611,C,207.96,5,42
693,20109,A,721.29,32,319
693,20109,B,670.14,184,1906
693,20109,C,52.06,96,957
693,20109,D,619.22,84,876
693,31779,B,850.84,87,931
693,31779,C,870.67,17,159
693,80212,B,942.1,51,530
693,80212,C,373.41,51,462
693,80212,D,924.8,50,445
694,3480,B,1034.04,3,31
694,3480,C,1153.28,41,363
694,1611,C,1187.31,72,637
694,31779,A,753.05,200,1834
694,31779,B,358.65,30,302
694,80212,B,192.79,72,679
694,80212,D,258.37,93,924
701,3480,B,1300.82,105,948
701,1611,A,1139.06,89,819
701,1611,C,725.94,133,1261
701,20109,B,1390.13,124,1088
701,31779,C,1178.38,169,1701
701,80212,A,736.11,182,1687
701,80212,D,215.59,71,649
7,20109,A,11.42,135,1316
7,20109,B,0.21,22,232
7,20109,C,5.89,124,1179
7,20109,D,3.17,2,18
7,31779,B,12.98,169,1570
704,3480,B,1336,181,1786
704,1611,A,132.84,34,291
704,1611,C,601.45,174,1768
704,20109,A,729.78,188,1599
704,20109,B,752.48,13,129
704,31779,B,33.89,156,1321
704,80212,C,216.94,28,238
707,3480,D,309.85,31,318
707,1611,B,1300.6,25,234
707,1611,C,140.89,118,1166
707,20109,A,121.99,12,112
707,20109,C,1153.75,142,1477
707,20109,D,1270.3,57,502
707,31779,B,200.29,13,131
707,31779,C,1283.86,196,1960
707,31779,D,587.41,91,886
707,80212,A,370.34,177,1743
707,80212,B,318.75,87,864
707,80212,D,738.69,197,2004
710,3480,B,445.85,73,650
710,3480,C,190.57,83,769
710,1611,A,1058.53,104,1113
710,1611,C,1037.95,1,9
710,1611,D,709.61,58,571
710,20109,A,1008.65,81,708
710,20109,D,1142.94,110,1147
710,31779,B,757.88,160,1589
710,31779,C,134.65,173,1620
71,1611,B,59.84,95,920
71,1611,C,9.15,132,1258
71,20109,A,92.79,89,769
71,20109,B,67.98,118,1045
71,20109,D,136.12,156,1638
71,31779,A,122.52,155,1555
71,80212,B,127.72,81,689
711,3480,A,492.14,78,727
711,1611,B,772.43,179,1616
711,1611,C,26.66,177,1856
711,20109,A,1067.34,160,1540
711,20109,B,1181.62,68,577
711,20109,C,1386.39,21,222
711,20109,D,1184.29,132,1232
711,31779,C,50.66,158,1695
717,3480,A,471.93,161,1511
717,1611,B,1063.79,102,994
717,1611,C,1211.47,143,1354
717,1611,D,850.26,53,528
717,20109,B,393.56,182,1778
717,31779,C,183.35,106,1049
717,80212,C,404.6,163,1391
722,3480,B,251.93,36,366
722,3480,D,103.19,166,1741
722,1611,C,30.16,57,522
722,20109,B,494.53,153,1301
722,20109,C,1057,182,1640
722,31779,A,624.45,158,1626
722,80212,B,270.9,143,1478
723,1611,B,67.48,122,1029
723,1611,C,115.56,69,643
723,1611,D,96.29,59,587
723,20109,C,718.3,118,1150
723,31779,A,151.7,48,428
723,31779,B,729.34,193,1848
723,31779,C,7.31,172,1649
726,3480,A,1159.6,125,1187
726,3480,B,927.38,82,777
726,3480,C,544.83,131,1228
726,3480,D,1002.25,154,1622
726,1611,A,542.01,112,1142
726,1611,B,62.32,139,1480
726,1611,C,490.16,165,1721
726,1611,D,141.24,132,1376
726,20109,B,373.36,25,228
726,20109,D,1040.05,33,314
726,31779,A,1205.81,31,262
726,31779,C,579.08,4,40
726,80212,C,343.27,1,9
732,3480,C,301.25,188,1984
732,1611,C,278.71,98,962
732,1611,D,789.78,149,1513
732,20109,B,290.44,82,763
732,31779,B,621.95,39,381
732,31779,C,1232.6,1,11
732,80212,A,1304.68,34,322
732,80212,B,883.28,181,1920
732,80212,C,318.37,44,451
743,3480,B,557.67,133,1273
743,3480,C,1097.39,157,1504
743,1611,A,955.16,158,1403
743,1611,D,1431.59,16,165
743,31779,A,834.68,82,789
743,31779,C,943.12,141,1303
743,80212,B,132.45,138,1259
743,80212,D,466.09,31,285
745,3480,B,116.99,59,541
745,3480,C,702.67,18,154
745,3480,D,1400.41,30,306
745,1611,C,986.27,49,517
745,1611,D,362.52,131,1188
745,20109,B,988.78,76,709
745,20109,C,1047.33,102,870
745,31779,B,942.41,59,586
745,80212,C,1221.62,92,807
748,3480,A,1075.54,170,1511
748,3480,B,1165.43,115,1049
748,3480,D,754.98,61,626
748,1611,C,787.3,137,1300
748,20109,A,1005.28,86,881
748,20109,D,625.66,37,393
748,31779,A,1234.08,46,441
748,80212,B,56,87,801
757,3480,A,383.22,27,263
757,1611,B,308.68,105,1120
757,1611,C,291.84,29,295
757,20109,A,242.16,0,0
757,31779,C,891.84,67,567
757,80212,A,1393.08,84,882
757,80212,C,985.2,169,1443
761,3480,A,372.03,141,1188
761,3480,B,1288.27,55,591
761,1611,B,435.35,191,1732
761,1611,D,717.32,89,947
761,20109,A,1225.4,6,60
761,20109,C,296.86,6,57
761,20109,D,1134.84,143,1433
761,31779,A,854.3,180,1790
761,31779,B,914.06,22,190
761,31779,D,1107.75,181,1845
761,80212,C,1234.44,47,490
761,80212,D,889.15,93,929
767,3480,C,1404.68,58,588
767,1611,A,290.82,125,1071
767,1611,C,749.95,174,1746
767,20109,C,1399.43,182,1831
767,20109,D,949.44,65,689
767,80212,C,625.1,117,1161
767,80212,D,842.63,26,272
773,3480,A,659.99,178,1541
773,20109,A,39.17,43,372
773,31779,C,1384.78,200,1961
773,80212,A,17.29,175,1486
773,80212,D,845.85,179,1847
780,3480,C,1203.89,42,370
780,1611,A,1482.46,101,1033
780,20109,B,788.08,70,688
780,20109,C,589.89,198,1863
780,20109,D,745.78,173,1715
780,31779,A,615.54,139,1406
780,31779,C,1092.01,93,940
787,3480,A,40.35,144,1445
787,1611,A,889.12,160,1533
787,1611,C,1561.07,135,1275
787,1611,D,210.95,49,501
787,31779,A,850.16,127,1351
787,31779,C,1352.78,30,323
787,80212,C,26.48,118,992
794,3480,B,247.28,166,1546
794,20109,A,772.41,2,18
794,20109,B,342.91,86,775
794,20109,C,353.78,36,333
794,20109,D,1396.48,185,1625
794,31779,C,1410.13,118,1274
794,80212,B,1143.29,171,1484
799,3480,A,1442.31,118,1156
799,20109,A,205.68,100,861
799,20109,C,134.82,24,232
799,20109,D,1461.98,44,400
799,31779,A,1572.46,142,1448
799,31779,C,860.69,21,189
799,80212,B,143.73,191,1958
801,1611,B,1049.68,121,1188
801,1611,C,1474.19,32,275
801,1611,D,1064.49,169,1535
801,20109,A,945.83,132,1121
801,20109,B,1287.79,128,1338
801,31779,C,1132.17,25,234
801,80212,A,907.57,124,1325
801,80212,B,116.59,62,542
801,80212,C,972.6,142,1196
802,3480,B,1478.65,140,1308
802,3480,D,412.91,174,1684
802,1611,A,265.08,20,179
802,1611,B,386.67,47,495
802,1611,C,358.79,83,884
802,20109,C,1027.78,145,1269
802,31779,B,1019.79,139,1181
811,3480,B,129.68,26,257
811,3480,C,85.3,157,1496
811,3480,D,196.6,123,1309
811,1611,A,1510.16,23,229
811,20109,C,726.94,189,1614
811,31779,B,174.72,151,1551
811,31779,C,1430.26,78,775
811,80212,A,143.02,200,1956
811,80212,B,353.19,70,640
811,80212,C,54.47,23,235
811,80212,D,1423.66,29,304
820,3480,A,1007.41,118,1206
820,3480,D,728.5,53,496
820,1611,A,1541.25,110,1112
820,1611,B,1142.72,186,1620
820,31779,A,916.51,171,1453
820,31779,B,381.67,73,656
820,80212,B,212.76,29,275
826,3480,A,162.06,174,1629
826,1611,A,1315.62,51,526
826,1611,B,1354.57,7,63
826,1611,C,573.46,31,273
826,20109,B,428.17,103,1104
826,31779,B,609.93,102,1080
826,31779,C,508.07,19,168
826,80212,A,1079.76,102,1023
826,80212,D,1207.16,112,1028
831,3480,A,485.68,7,75
831,3480,C,1019.86,44,372
831,1611,A,1011.26,34,326
831,20109,A,785.32,155,1320
831,31779,A,985.13,192,1637
831,31779,B,192.49,148,1527
831,80212,B,1402.27,132,1388
837,3480,B,366.96,152,1289
837,1611,A,1552.47,4,39
837,1611,D,2.47,181,1574
837,20109,C,815.74,84,795
837,80212,C,965.69,36,304
842,3480,A,1232.24,69,624
842,3480,C,289.76,83,794
842,31779,A,726.27,156,1345
842,31779,B,591.65,142,1372
842,31779,D,700.01,183,1897
842,80212,A,1347.46,36,370
842,80212,B,1370.76,84,827
842,80212,C,25.72,57,564
842,80212,D,495.78,30,284
866,3480,B,579.78,118,1115
866,3480,C,1091.77,176,1687
866,1611,B,90.63,21,211
866,20109,A,1290.45,59,571
866,80212,D,1665.67,127,1300
883,3480,B,1397.25,126,1230
883,1611,B,386.01,65,561
883,20109,C,1689.29,10,101
883,31779,A,860.87,0,0
883,31779,B,1260.51,4,34
883,80212,A,1323.78,107,1099
883,80212,C,168.19,184,1703
884,1611,C,932.16,29,254
884,1611,D,1042.55,131,1131
884,20109,A,1339.79,56,523
884,20109,B,735.51,9,82
884,31779,A,821.34,141,1242
884,80212,A,801.81,25,217
884,80212,B,1613.7,10,99
890,1611,B,617.75,112,1121
890,1611,C,130.08,186,1935
890,1611,D,77.69,59,552
890,80212,A,499.92,140,1251
890,80212,C,1640.24,141,1507
890,80212,D,386.06,145,1353
893,1611,A,1176.57,54,536
893,1611,B,927.83,135,1434
893,1611,C,1648.6,164,1449
893,20109,B,719.72,64,686
893,20109,D,205.85,119,1129
893,31779,C,701.84,126,1090
893,80212,C,310.78,31,306
894,3480,A,489.67,38,360
894,3480,C,774.6,198,1935
894,20109,B,1394.3,7,75
894,20109,C,1722.25,41,352
894,20109,D,291.25,36,370
894,31779,A,852.13,47,504
894,31779,B,1117.49,53,551
898,3480,A,1304.22,130,1324
898,3480,B,657.12,36,344
898,3480,C,515.2,44,459
898,20109,A,1453.09,86,902
898,20109,D,494.92,25,232
898,80212,A,1238.58,161,1602
898,80212,B,730.24,177,1760
899,1611,A,624.64,193,1816
899,1611,B,1012.11,90,893
899,20109,A,1039.24,85,889
899,31779,A,145.94,182,1541
899,31779,B,363.83,168,1633
899,80212,B,456.74,23,237
899,80212,C,1080.51,166,1626
906,1611,A,1114.17,122,1031
906,1611,D,116.18,188,1941
906,20109,B,899.73,198,1755
906,20109,D,1082.41,120,1160
906,31779,C,1359.68,131,1153
906,31779,D,1303.83,137,1164
906,80212,C,1770.26,171,1527
91,3480,A,35.04,158,1531
91,3480,C,177.54,152,1518
91,3480,D,32.71,81,749
91,1611,A,155.64,194,1902
91,1611,B,59.87,32,307
91,31779,A,112.48,21,226
91,31779,B,96.83,150,1313
91,80212,C,6.79,38,322
919,3480,A,237.55,41,369
919,3480,B,1058.5,58,622
919,1611,B,1314.45,5,49
919,1611,C,325.44,8,71
919,20109,C,779.2,187,1983
919,80212,B,1745.61,198,1715
919,80212,D,1312.02,36,360
923,1611,A,299.72,159,1415
923,1611,D,1496.75,51,526
923,80212,A,75.89,100,1001
923,80212,B,1153.4,56,603
930,1611,A,1351.5,69,717
930,20109,C,272.54,128,1162
930,31779,A,569.56,149,1278
930,80212,A,1265.53,8,72
930,80212,B,721.54,124,1140
930,80212,C,1445.15,37,361
930,80212,D,1697.94,187,1833
938,3480,A,865.17,193,1738
938,1611,A,1276.04,169,1738
938,1611,B,470.54,114,968
938,20109,A,1463.56,9,82
938,31779,A,1686.84,15,157
938,31779,C,669.09,102,898
938,80212,C,1870.8,54,491
939,3480,C,1749.07,179,1867
939,1611,A,1507.6,79,759
939,20109,A,710.64,173,1551
939,31779,C,191.75,142,1339
939,31779,D,1473.17,34,303
940,3480,A,1833.17,185,1876
940,3480,B,268.35,160,1575
940,1611,A,1260.71,129,1138
940,20109,B,1011.65,39,345
940,20109,C,485.94,28,260
940,31779,B,226.3,50,468
94,3480,B,129.22,83,785
940,80212,B,1387.23,168,1568
94,1611,A,62.65,75,755
94,1611,B,1.37,69,588
94,20109,A,59.81,166,1690
94,20109,B,88.07,110,958
94,20109,C,178.5,197,1841
94,20109,D,136.38,90,760
94,31779,A,181.73,167,1712
94,80212,B,23.85,195,1835
94,80212,C,43.63,11,109
949,3480,C,1467.84,176,1579
949,3480,D,31.09,144,1304
949,1611,B,1489.69,110,947
949,31779,C,1690.24,182,1618
949,80212,A,1432.08,192,1951
949,80212,B,843.24,73,660
949,80212,C,1467.17,171,1715
97,3480,C,25.11,142,1280
97,1611,B,150.74,40,396
97,1611,C,7.31,6,58
97,20109,C,158.66,36,325
97,20109,D,190.02,155,1326
97,31779,C,126.66,30,288
97,80212,B,115.56,41,440
97,80212,C,45.69,178,1732
972,3480,C,179.16,169,1710
972,1611,C,47.27,98,891
972,31779,A,712.35,46,483
972,31779,D,439.87,182,1829
972,80212,B,222.7,150,1289
972,80212,C,471.45,153,1289
972,80212,D,1487.09,147,1475
976,3480,A,1074.96,117,1262
976,1611,A,197.04,157,1473
976,1611,D,105.07,76,668
976,20109,B,173.43,199,2069
976,31779,A,1003.39,131,1191
976,31779,B,103.61,99,1057
976,31779,C,146.91,28,256
980,3480,A,1458.22,10,86
980,3480,C,1582.38,162,1373
980,1611,B,176.31,43,421
980,20109,C,86.55,19,204
980,31779,A,1896.09,61,599
98,3480,A,193.94,3,29
980,80212,A,1290.26,34,315
980,80212,B,227.57,52,467
98,1611,A,39.18,192,2073
98,1611,C,93.65,3,28
98,20109,C,170.36,99,844
98,31779,C,27,6,55
98,80212,A,168.15,125,1273
98,80212,D,165.98,123,1235
984,3480,A,1854.57,82,827
984,1611,A,126.05,24,230
984,1611,C,1144.37,96,945
984,20109,B,555.12,187,1936
984,31779,A,1585.88,37,324
984,31779,D,646.69,123,1145
984,80212,A,490.64,159,1687
987,3480,A,873.53,103,909
987,3480,D,315.34,59,545
987,1611,B,494.14,125,1167
987,1611,C,1962.14,61,570
987,20109,C,1489.37,200,2015
987,31779,A,1597.44,136,1207
987,31779,B,1453.12,104,1106
988,3480,A,332.33,90,800
988,3480,C,508.31,102,877
988,20109,B,856.22,199,1974
988,20109,C,1322.44,173,1787
988,31779,D,1819.06,162,1412
993,3480,A,746.75,8,80
993,3480,B,1577.44,21,212
993,20109,C,1840.57,38,339
993,31779,D,280.87,86,878
993,80212,C,1673.73,163,1705
1002,3480,A,1.5,64,609
1002,3480,B,1.78,56,526
1002,3480,C,2.64,43,406
1002,3480,D,2.28,46,420
1002,1611,A,3.72,6,64
1002,20109,A,2.59,188,1774
1002,20109,C,2.68,150,1498
1002,80212,A,1.36,83,749
1009,3480,A,9.28,162,1491
1009,1611,C,14.66,129,1307
1009,20109,A,3.91,86,769
1009,20109,B,7.92,121,1162
1009,20109,C,2.68,191,1714
1009,20109,D,15.56,150,1504
1009,31779,A,16.96,110,931
1009,31779,C,10.96,156,1635
1009,80212,B,9.64,19,174
1009,80212,D,14.83,65,617
1015,3480,B,25.77,133,1273
1015,3480,C,3.15,183,1852
1015,1611,B,29.66,121,1221
1015,20109,B,5.05,46,468
1015,31779,A,19.61,71,638
1015,80212,B,0.02,54,520
1015,80212,C,28.21,125,1286
1023,3480,A,42.55,118,1011
1023,20109,B,42.06,165,1689
1023,20109,D,11.69,127,1348
1023,31779,C,37.11,143,1447
1023,80212,B,37.71,29,246
1029,3480,A,45.97,40,373
1029,1611,C,8.73,188,2000
1029,20109,A,29.24,74,623
1029,20109,B,56.23,13,118
1029,20109,C,57.77,185,1914
1029,31779,B,3.39,6,56
1029,80212,C,23.21,183,1876
1031,20109,A,23.17,84,850
1031,20109,B,34.58,103,883
1031,31779,A,0.09,17,169
1031,31779,D,4.86,156,1555
1031,80212,A,22.25,38,331
1031,80212,C,24.4,50,442
1042,1611,B,76.02,79,776
1042,1611,C,38.86,25,257
1042,20109,A,31.62,1,11
1042,20109,C,28.07,200,1722
1042,20109,D,74.72,3,30
1042,80212,B,9.29,37,338
1042,80212,D,68.63,70,604
1047,3480,C,15.32,196,2077
1047,1611,C,58.31,148,1581
1047,20109,A,57.27,173,1541
1047,20109,B,75.13,176,1870
1047,20109,C,72.31,82,883
1047,80212,B,25.68,103,911
1047,80212,C,54.09,99,1063
1055,3480,A,12.23,39,375
1055,3480,B,0.52,92,851
1055,1611,B,68,77,660
1055,1611,C,4.6,48,487
1055,20109,A,98.85,85,719
1055,31779,B,12.45,76,751
1055,80212,A,19.48,142,1313
1055,80212,C,78.16,93,783
1057,3480,B,45.83,59,588
1057,3480,D,2.04,200,1900
1057,31779,A,56.81,118,1231
1057,31779,B,59.65,13,133
1057,31779,C,38.05,10,89
1057,80212,A,25.4,27,270
1057,80212,B,13.64,83,752
1078,3480,C,87.18,138,1287
1078,1611,B,136.06,176,1699
1078,1611,C,10.84,100,908
1078,1611,D,151.08,13,120
1078,20109,B,1.05,142,1440
1078,20109,C,98.58,59,582
1078,31779,A,94.48,42,381
1078,31779,C,152.95,50,512
1078,80212,A,9.16,166,1469
1078,80212,D,60.18,56,492
1086,1611,A,57.03,60,633
1086,1611,B,104.83,173,1672
1086,1611,D,131.31,1,10
1086,20109,A,78.08,59,508
1086,20109,B,41.25,38,355
1086,31779,C,76.9,73,656
1086,31779,D,21.94,138,1255
1086,80212,A,102.71,132,1272
1086,80212,B,57.19,159,1673
1086,80212,C,155.32,128,1156
1092,3480,C,39.63,80,859
1092,3480,D,74.18,64,547
1092,1611,B,54.63,117,1073
1092,1611,C,55.6,82,872
1092,31779,B,47.61,10,97
1092,31779,C,25,72,642
1092,31779,D,151.95,8,77
1094,3480,B,78.24,195,1829
1094,3480,C,187.22,131,1171
1094,1611,A,60.92,51,500
1094,1611,B,140.53,58,602
1094,1611,C,110.8,39,362
1094,1611,D,125.96,76,692
1094,31779,A,95.34,59,576
1097,3480,C,158.35,25,222
1097,1611,C,106.32,148,1548
1097,20109,A,109.26,123,1258
1097,31779,B,94.25,98,950
1097,31779,C,179.57,85,781
1097,31779,D,78.38,70,611
1101,3480,A,112.84,60,599
1101,3480,B,114.96,68,606
1101,1611,C,32.41,85,730
1101,20109,A,125.11,124,1186
1101,20109,C,148.86,48,450
1101,31779,B,197.12,26,250
1101,31779,C,18.75,128,1323
1101,80212,B,137.53,15,155
1114,3480,B,58.68,0,0
1114,1611,C,93.27,189,1692
1114,1611,D,165.86,190,1909
1114,20109,A,119.24,134,1333
1114,20109,C,64.66,82,738
1114,31779,A,146.6,190,1968
1114,31779,B,114.52,154,1432
1127,3480,B,248.41,194,1835
1127,3480,C,221.85,36,304
1127,3480,D,101.18,113,1111
1127,20109,B,24.02,69,686
1127,20109,C,162.33,43,414
1127,31779,B,253.35,106,904
1127,31779,D,17.23,88,884
1130,1611,B,13.26,73,646
1130,1611,D,2.36,187,1609
1130,20109,A,249.75,200,1795
1130,20109,B,47.08,185,1634
1130,20109,C,157.04,22,205
1130,31779,A,242.99,82,737
1130,31779,C,102.93,157,1453
1130,31779,D,10.32,80,791
1130,80212,A,117.26,42,391
1130,80212,B,88.05,188,1695
1130,80212,C,21.61,179,1560
1140,3480,A,108.62,186,1952
1140,3480,B,34.78,123,1205
1140,3480,C,236.56,107,1006
1140,3480,D,147.42,44,461
1140,1611,C,214.16,131,1143
1140,20109,C,11.18,155,1470
1140,31779,A,225.48,50,468
1140,80212,C,116.35,138,1345
1148,3480,A,195.59,170,1786
1148,3480,B,27.84,16,155
1148,20109,C,228.55,78,834
1148,20109,D,267.03,25,218
1148,80212,A,68.43,71,600
1148,80212,C,232.04,27,264
1148,80212,D,22.69,183,1664
1151,3480,A,0.38,152,1441
1151,3480,D,178.67,113,1155
1151,1611,A,98.56,91,938
1151,1611,B,1.44,118,1085
1151,20109,A,301.16,45,438
1151,20109,B,196.64,186,1885
1151,20109,C,189.2,88,885
1151,20109,D,188.19,117,1065
1151,31779,B,65.25,101,1060
1151,80212,A,22.36,60,574
1151,80212,B,206.8,101,958
1158,3480,B,127.55,172,1613
1158,1611,B,276.24,68,724
1158,1611,D,274.65,89,932
1158,20109,A,286.41,44,466
1160,3480,A,3,120,1109
1160,1611,B,222.6,26,268
1160,1611,C,201.63,155,1359
1160,1611,D,68.05,123,1127
1160,20109,A,64.33,195,1842
1160,31779,A,163.25,6,64
1160,80212,A,149.16,39,353
1160,80212,C,77.07,44,474
1163,1611,A,36.32,136,1293
1163,20109,A,100.53,98,1047
1163,20109,B,285.76,63,632
1163,20109,C,201.12,24,254
1163,31779,A,142.29,135,1207
1163,31779,D,294.24,188,1636
1163,80212,A,185.23,155,1493
1163,80212,B,22.9,39,419
1169,3480,C,54.14,45,378
1169,1611,A,204.39,40,383
1169,1611,B,19.67,143,1284
1169,1611,C,61.39,70,625
1169,1611,D,204.15,129,1280
1169,20109,C,142.78,148,1406
1169,31779,B,93.67,128,1310
1169,31779,C,126.19,162,1646
1169,31779,D,295.89,79,668
1169,80212,A,310.62,68,590
1169,80212,B,253.38,93,814
1169,80212,C,259.12,125,1194
1170,3480,A,272.1,0,0
1170,3480,D,189.97,144,1321
1170,20109,A,274.98,15,155
1170,20109,B,204.5,33,301
1170,20109,C,100.09,139,1477
1170,20109,D,115.59,185,1783
1170,31779,C,307.38,12,110
1172,3480,A,0.31,81,792
1172,3480,C,10.8,96,904
1172,1611,A,217.66,27,257
1172,1611,B,296.09,150,1398
1172,1611,C,41.16,141,1319
1172,20109,A,274.62,194,1741
1172,20109,D,237.79,155,1633
1193,3480,B,143.63,40,431
1193,3480,C,256.19,96,947
1193,1611,B,33.33,153,1549
1193,20109,A,161.22,58,562
1193,20109,C,39.72,138,1204
1193,20109,D,310.43,91,816
1193,80212,B,108.32,136,1384
1198,1611,B,158.93,138,1409
1198,1611,D,281.34,151,1595
1198,20109,B,278.26,134,1209
1198,20109,C,51.96,19,171
1198,31779,A,48.72,26,278
1198,80212,C,273.23,16,136
1198,80212,D,192.07,67,626
1203,3480,A,231.24,48,499
1203,3480,B,85.55,23,219
1203,3480,C,280.46,107,1001
1203,1611,C,380.56,123,1299
1203,20109,A,201,123,1073
1203,20109,B,171.95,64,618
1203,20109,D,264.77,101,920
1205,3480,A,374.47,109,1089
1205,3480,B,60.05,13,125
1205,20109,A,238.3,125,1143
1205,20109,C,353.4,162,1646
1205,31779,A,110.59,130,1099
1205,80212,A,62.93,86,855
1205,80212,B,332.21,24,207
1207,3480,B,121.08,101,1022
1207,1611,B,219.15,148,1266
1207,1611,C,170.17,0,0
1207,20109,C,77.37,167,1542
1207,31779,B,219.94,47,403
1207,31779,D,233.29,122,1095
1207,80212,B,57.24,88,740
1210,1611,A,72.24,142,1397
1210,1611,B,25.31,152,1591
1210,1611,C,314.42,127,1130
1210,20109,B,22.47,35,360
